Artist,Nacionality,Gender,BirthYear,DeathYear,TotalArtwork,Categories
Karen Klugman,American,Female,1946,-1,1,"{""Photography"": 1}"
W. H. Pigou,British,Male,1818,1858,1,"{""Photography"": 1}"
Hermann Forsterling,German,Male,1955,-1,1,"{""Photography"": 1}"
William K. Greiner,American,Male,1957,-1,3,"{""Photography"": 3}"
Gregory Crewdson,American,Male,1962,-1,2,"{""Photography"": 2}"
Barbara Jaffe,American,Female,1942,-1,1,"{""Photography"": 1}"
Herbert G. Ponting,British,Male,1871,1935,2,"{""Photography"": 2}"
Michal Rovner,Israeli,Female,1957,-1,8,"{""Photography"": 8}"
Ken Schles,American,Male,1960,-1,1,"{""Photography"": 1}"
Barbel Scianghetti,American,Female,1939,-1,1,"{""Photography"": 1}"
Madoka Takagi,Japanese,Female,1956,2015,46,"{""Photography"": 46}"
Ruud Jan Kokke,Dutch,Male,1956,-1,1,"{""Architecture & Design"": 1}"
Junichi Arai,Japanese,Male,1932,-1,4,"{""Architecture & Design"": 4}"
Reiko Sudo,Japanese,Female,1953,-1,21,"{""Architecture & Design"": 21}"
Christian Leborg,Norwegian,Male,1966,-1,4,"{""Architecture & Design"": 4}"
Charles Ray,American,Male,1953,-1,5,"{""Photography"": 1, ""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 2, ""Drawings"": 1}"
Nikos HadjiKyriakos-Ghika,Greek,Male,1906,1994,3,"{""Prints & Illustrated Books"": 3}"
Betty Woodman,American,Female,1930,-1,2,"{""Drawings"": 2}"
François Aubert,French,Male,1839,1900,1,"{""Photography"": 1}"
Dawoud Bey,American,Male,1953,-1,1,"{""Photography"": 1}"
Vincent Borrelli,American,Male,1960,-1,6,"{""Photography"": 6}"
Tadao Ando,Japanese,Male,1941,-1,14,"{""Architecture & Design"": 14}"
Willie Cole,American,Male,1955,-1,7,"{""Prints & Illustrated Books"": 6, ""Drawings"": 1}"
Tony Fitzpatrick,American,Male,1958,-1,2,"{""Prints & Illustrated Books"": 1, ""Drawings"": 1}"
Margaret Lanzetta,American,Female,1957,-1,1,"{""Prints & Illustrated Books"": 1}"
William Morris,British,Male,1834,1896,6,"{""Architecture & Design"": 6}"
Peter Karpf,Danish,Male,1940,-1,1,"{""Architecture & Design"": 1}"
Rolf Kothrade,German,Male,1946,-1,1,"{""Architecture & Design"": 1}"
Kyoko Kumai,Japanese,Female,1943,-1,1,"{""Architecture & Design"": 1}"
Faith Ringgold,American,Female,1930,-1,24,"{""Prints & Illustrated Books"": 16, ""Painting & Sculpture"": 1, ""Drawings"": 7}"
Alison Saar,American,Female,1956,-1,4,"{""Prints & Illustrated Books"": 4}"
Juan Sánchez,American,Male,1954,-1,2,"{""Prints & Illustrated Books"": 2}"
Paula Scher,American,Female,1948,-1,8,"{""Architecture & Design"": 8}"
Gary Essert,American,Male,1938,1992,1,"{""Architecture & Design"": 1}"
Gustav Stickley,American,Male,1858,1942,2,"{""Architecture & Design"": 2}"
Ekkeland Götze,German,Male,1948,-1,1,"{""Prints & Illustrated Books"": 1}"
Heribert Ottersbach,German,Male,1960,-1,1,"{""Prints & Illustrated Books"": 1}"
Robert Therrien,American,Male,1947,-1,27,"{""Prints & Illustrated Books"": 24, ""Drawings"": 2, ""Painting & Sculpture"": 1}"
Olaf Wegewitz,German,Male,1949,-1,1,"{""Prints & Illustrated Books"": 1}"
Anton van Dalen,American,Male,1938,-1,2,"{""Prints & Illustrated Books"": 2}"
Paul Castrucci,American,Male,1978,-1,1,"{""Prints & Illustrated Books"": 1}"
John Fekner,American,Male,1950,-1,2,"{""Prints & Illustrated Books"": 2}"
Eric Drooker,American,Male,1958,-1,1,"{""Prints & Illustrated Books"": 1}"
Stash Two (Josh Franklin),American,Male,1967,-1,1,"{""Prints & Illustrated Books"": 1}"
Tom McGlynn,American,Male,1958,-1,1,"{""Prints & Illustrated Books"": 1}"
Nadia Coën,American,Female,1961,-1,1,"{""Prints & Illustrated Books"": 1}"
Martin Wong,American,Male,1946,1999,3,"{""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1, ""Drawings"": 1}"
Andrew Castrucci,American,Male,1961,-1,1,"{""Prints & Illustrated Books"": 1}"
Betzaida Concepción,American,Female,1977,-1,1,"{""Prints & Illustrated Books"": 1}"
Seth Tobocman,American,Male,1958,-1,1,"{""Prints & Illustrated Books"": 1}"
Sabrina Jones,American,Female,1960,-1,1,"{""Prints & Illustrated Books"": 1}"
Red David Rodriguez,American,Male,1958,-1,1,"{""Prints & Illustrated Books"": 1}"
Sebastian Schroder,German,Male,1961,-1,1,"{""Prints & Illustrated Books"": 1}"
Walter Sipser,American,Male,1961,-1,1,"{""Prints & Illustrated Books"": 1}"
Bruce Witsiepe,American,Male,1951,-1,1,"{""Prints & Illustrated Books"": 1}"
Will Sales,American,Male,1928,-1,1,"{""Prints & Illustrated Books"": 1}"
Tony Bevan,British,Male,1951,-1,3,"{""Prints & Illustrated Books"": 3}"
Judith Francisca Baca,American,Female,1946,-1,1,"{""Prints & Illustrated Books"": 1}"
Mel Chin,American,Male,1951,-1,5,"{""Prints & Illustrated Books"": 2, ""Drawings"": 3}"
Gonzalo Diaz,Chilean,Male,1947,-1,1,"{""Prints & Illustrated Books"": 1}"
Mike Glier,American,Male,1953,-1,2,"{""Prints & Illustrated Books"": 2}"
Alexander Kosolopov,Russian,Male,1943,-1,2,"{""Prints & Illustrated Books"": 2}"
Guillermo Kuitca,Argentine,Male,1961,-1,31,"{""Painting & Sculpture"": 2, ""Prints & Illustrated Books"": 24, ""Drawings"": 5}"
Walther Ruttmann,German,Male,1887,1941,6,"{""Prints & Illustrated Books"": 1, ""Film"": 5}"
Otto Fried,German,Male,1922,-1,1,"{""Drawings"": 1}"
Keith Morrow Martin,American,Male,1911,1983,1,"{""Drawings"": 1}"
Chas Laborde (Charles Laborde),French,Male,1886,1941,3,"{""Prints & Illustrated Books"": 3}"
Karin Sander,German,Female,1957,-1,4,"{""Drawings"": 2, ""Painting & Sculpture"": 2}"
Robert Welch,British,Male,1929,2000,2,"{""Architecture & Design"": 2}"
Javier Carvajal,Spanish,Male,1927,-1,1,"{""Architecture & Design"": 1}"
Thomas V. Paulson,American,Male,1925,-1,1,"{""Architecture & Design"": 1}"
Reinhold Weiss,German,Male,1934,-1,6,"{""Architecture & Design"": 6}"
Flemming Bo Hansen,Danish,Male,1955,-1,2,"{""Architecture & Design"": 2}"
Bill Stewart,American,Male,1920,-1,1,"{""Architecture & Design"": 1}"
Moshe Zabari,American,Male,1935,-1,1,"{""Architecture & Design"": 1}"
Yong Soon Min,American,Female,1953,-1,1,"{""Prints & Illustrated Books"": 1}"
Patricia Dalzell,American,Female,1938,-1,1,"{""Photography"": 1}"
Peter Hujar,American,Male,1934,1987,8,"{""Photography"": 8}"
Geoffrey James,Canadian,Male,1942,-1,22,"{""Photography"": 22}"
Ludwig Mies van der Rohe,American,Male,1886,1969,2551,"{""Architecture & Design"": 2551}"
Tony Esposito,Canadian,Male,1943,-1,1,"{""Architecture & Design"": 1}"
John E. Mullin,American,Male,1963,-1,1,"{""Photography"": 1}"
Eric Paddock,American,Male,1954,-1,1,"{""Photography"": 1}"
John Pinderhughes,American,Male,1946,-1,1,"{""Photography"": 1}"
Toshio Shibata,Japanese,Male,1949,-1,4,"{""Photography"": 4}"
Carrie Mae Weems,American,Female,1953,-1,25,"{""Photography"": 25}"
"Pininfarina (Battista ""Pinin"" Farina)",Italian,Male,1893,1966,1,"{""Architecture & Design"": 1}"
Antonio Macchi Cassia,Italian,Male,1937,-1,1,"{""Architecture & Design"": 1}"
Allen John Bootroyd,British,Male,1943,-1,1,"{""Architecture & Design"": 1}"
Harry V. Cremonese,American,Male,1939,-1,1,"{""Architecture & Design"": 1}"
Hap Sakwa,American,Male,1950,-1,1,"{""Architecture & Design"": 1}"
Shiro Kuramata,Japanese,Male,1934,1991,8,"{""Architecture & Design"": 8}"
Koen De Winter,Belgian,Male,1943,-1,2,"{""Architecture & Design"": 2}"
Roald Steen Hansen,Danish,Male,1942,-1,1,"{""Architecture & Design"": 1}"
Mary Kocol,American,Female,1962,-1,2,"{""Photography"": 2}"
Rafael Viñoly,American,Male,1944,-1,12,"{""Architecture & Design"": 12}"
Steven T. Kaneko,American,Male,1962,-1,1,"{""Architecture & Design"": 1}"
Robert J. King,American,Male,1917,-1,1,"{""Architecture & Design"": 1}"
Kari Virtanen,Finnish,Male,1948,-1,1,"{""Architecture & Design"": 1}"
Paulus van Leeuwen,Dutch,Male,1955,-1,1,"{""Architecture & Design"": 1}"
Alice von Pechmann,American,Female,1906,-1,2,"{""Architecture & Design"": 2}"
Poul Henningsen,Danish,Male,1894,1967,4,"{""Architecture & Design"": 4}"
John Barnard,British,Male,1946,-1,3,"{""Architecture & Design"": 3}"
Alberto Meda,Italian,Male,1945,-1,3,"{""Architecture & Design"": 3}"
Tim Parsey,British,Male,1960,-1,1,"{""Architecture & Design"": 1}"
Mark Sanders,British,Male,1956,-1,1,"{""Architecture & Design"": 1}"
Bashir Zivari,American,Male,1961,-1,1,"{""Architecture & Design"": 1}"
Masuteru Aoba,Japanese,Male,1939,-1,1,"{""Architecture & Design"": 1}"
Emile-Jacques Ruhlmann,French,Male,1879,1933,2,"{""Architecture & Design"": 2}"
Charles O. Perry,American,Male,1929,2011,1,"{""Architecture & Design"": 1}"
Ugo La Pietra,Italian,Male,1938,-1,1,"{""Architecture & Design"": 1}"
Emily Belding,American,Female,1904,1999,7,"{""Architecture & Design"": 7}"
Alexander Girard,American,Male,1907,1993,6,"{""Architecture & Design"": 6}"
Eszter Haraszty,American,Female,1920,1994,4,"{""Architecture & Design"": 4}"
Jack Lenor Larsen,American,Male,1927,-1,7,"{""Architecture & Design"": 7}"
Sven Markelius,Swedish,Male,1889,1972,3,"{""Architecture & Design"": 3}"
Dorothy Liebes,American,Female,1899,1972,7,"{""Architecture & Design"": 7}"
Astrid Sampe,Swedish,Female,1909,2002,3,"{""Architecture & Design"": 3}"
Sigurd Persson,Swedish,Male,1914,-1,2,"{""Architecture & Design"": 2}"
Angelo Testa,American,Male,1921,1984,6,"{""Architecture & Design"": 6}"
Basil Spence,British,Male,1907,1976,1,"{""Architecture & Design"": 1}"
Vera (Vera Neumann),American,Female,1909,1993,3,"{""Architecture & Design"": 3}"
Roger Tallon,French,Male,1929,-1,5,"{""Architecture & Design"": 5}"
Bertel Gardberg,Finnish,Male,1916,-1,2,"{""Architecture & Design"": 2}"
Matthew Abbott,British,Male,1965,-1,1,"{""Painting & Sculpture"": 1}"
Petah Coyne,American,Female,1953,-1,1,"{""Painting & Sculpture"": 1}"
Moustapha Dimé,Senegalese,Male,1952,1998,1,"{""Painting & Sculpture"": 1}"
Marisa Merz,Italian,Female,1931,-1,4,"{""Painting & Sculpture"": 2, ""Drawings"": 2}"
Werner Büttner,German,Male,1954,-1,6,"{""Drawings"": 3, ""Prints & Illustrated Books"": 3}"
Walter Ballmer,Swiss,Male,1923,-1,2,"{""Architecture & Design"": 2}"
Peggy Diggs,American,Female,1946,-1,1,"{""Prints & Illustrated Books"": 1}"
Tadeusz Myslowski,American,Male,1943,-1,1,"{""Prints & Illustrated Books"": 1}"
Jaune Quick-to-see Smith,American,Female,1940,-1,1,"{""Prints & Illustrated Books"": 1}"
Ann Hamilton,American,Female,1956,-1,10,"{""Prints & Illustrated Books"": 5, ""Painting & Sculpture"": 1, ""Photography"": 4}"
Cecil Stephenson,British,Male,1889,1965,1,"{""Drawings"": 1}"
Miguel Angel Rios,Argentine,Male,1943,-1,1,"{""Painting & Sculpture"": 1}"
Gary Hill,American,Male,1951,-1,9,"{""Painting & Sculpture"": 1, ""Media and Performance Art"": 8}"
Chuck Hoberman,American,Male,1956,-1,2,"{""Architecture & Design"": 2}"
Yoshito Takahashi,Japanese,Male,1962,-1,1,"{""Architecture & Design"": 1}"
William Lescaze,American,Male,1896,1969,3,"{""Architecture & Design"": 3}"
Hans Gantert,German,Male,1934,-1,1,"{""Architecture & Design"": 1}"
José Bedia,Cuban,Male,1959,-1,2,"{""Prints & Illustrated Books"": 1, ""Drawings"": 1}"
Vijay Kumar,Indian,Male,1942,-1,2,"{""Prints & Illustrated Books"": 2}"
Giulio Aristide Sartorio,Italian,Male,1860,1932,1,"{""Prints & Illustrated Books"": 1}"
Donald Moffett,American,Male,1955,-1,4,"{""Architecture & Design"": 1, ""Drawings"": 3}"
Marlene McCarty,American,Female,1957,-1,1,"{""Drawings"": 1}"
Marco Ferreri,Italian,Male,1958,-1,1,"{""Architecture & Design"": 1}"
Kazuo Kawasaki,Japanese,Male,1949,-1,1,"{""Architecture & Design"": 1}"
Ross Lovegrove,British,Male,1958,-1,2,"{""Architecture & Design"": 2}"
Johann Loetz,American,Male,1848,1933,1,"{""Architecture & Design"": 1}"
Moira Dryer,Canadian,Female,1957,1992,1,"{""Painting & Sculpture"": 1}"
Mona Hatoum,British,Female,1952,-1,29,"{""Prints & Illustrated Books"": 17, ""Painting & Sculpture"": 4, ""Drawings"": 6, ""Film"": 1, ""Media and Performance Art"": 1}"
Rodolfo Bretzel,Italian,Male,1966,-1,1,"{""Architecture & Design"": 1}"
Thomas Eriksson,Swedish,Male,1959,-1,1,"{""Architecture & Design"": 1}"
Jean Nouvel,French,Male,1945,-1,3,"{""Architecture & Design"": 3}"
Vincent de Rijk,Dutch,Male,1962,-1,2,"{""Architecture & Design"": 2}"
Arturo Ballester,Spanish,Male,1890,1979,2,"{""Architecture & Design"": 2}"
Art Chantry,American,Male,1954,-1,4,"{""Architecture & Design"": 4}"
Francisco Rivero Gil,Spanish,Male,1899,1972,1,"{""Architecture & Design"": 1}"
Simon Leung,American,Male,1964,-1,1,"{""Prints & Illustrated Books"": 1}"
Gabriel Orozco,Mexican,Male,1962,-1,48,"{""Drawings"": 17, ""Photography"": 4, ""Prints & Illustrated Books"": 21, ""Painting & Sculpture"": 6}"
Kim Jones,American,Male,1944,-1,6,"{""Drawings"": 6}"
Sara Sosnowy,American,Female,1957,-1,2,"{""Drawings"": 2}"
Bill Traylor,American,Male,1854,1947,12,"{""Drawings"": 12}"
Elyn Zimmerman,American,Female,1945,-1,2,"{""Drawings"": 1, ""Photography"": 1}"
Cliff Chi,American,Male,1964,-1,1,"{""Architecture & Design"": 1}"
René Herbst,French,Male,1891,1982,2,"{""Architecture & Design"": 2}"
Charles B. Kaufmann,American,Male,1890,1957,1,"{""Architecture & Design"": 1}"
Christian de Portzamparc,French,Male,1944,-1,21,"{""Architecture & Design"": 21}"
Hélène Delprat,German,Female,1957,-1,15,"{""Prints & Illustrated Books"": 15}"
Gordon Cook,American,Male,1927,1985,1,"{""Prints & Illustrated Books"": 1}"
Grenville Davey,British,Male,1961,-1,7,"{""Prints & Illustrated Books"": 7}"
Federico Guzmán,Spanish,Male,1964,-1,1,"{""Prints & Illustrated Books"": 1}"
Alfredo Jaar,Chilean,Male,1956,-1,5,"{""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 2}"
Richard Mock,American,Male,1944,-1,1,"{""Prints & Illustrated Books"": 1}"
Rirkrit Tiravanija,Thai,Male,1961,-1,23,"{""Prints & Illustrated Books"": 20, ""Drawings"": 2, ""Painting & Sculpture"": 1}"
Enrique Chagoya,Mexican,Male,1953,-1,25,"{""Prints & Illustrated Books"": 24, ""Drawings"": 1}"
Lucien Pissarro,French,Male,1863,1944,1,"{""Prints & Illustrated Books"": 1}"
Daniel Lang,American,Male,1935,2013,1,"{""Drawings"": 1}"
James Kearns,American,Male,1924,-1,1,"{""Drawings"": 1}"
Luis Alberto Wells,Argentine,Male,1940,-1,1,"{""Drawings"": 1}"
Tom Friedman,American,Male,1965,-1,8,"{""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 1, ""Drawings"": 4}"
Doris Salcedo,Colombian,Female,1958,-1,3,"{""Painting & Sculpture"": 3}"
Tony Oursler,American,Male,1957,-1,12,"{""Drawings"": 2, ""Prints & Illustrated Books"": 3, ""Painting & Sculpture"": 1, ""Media and Performance Art"": 6}"
Kcho (Alexis Leyva Machado),Cuban,Male,1970,-1,2,"{""Drawings"": 1, ""Painting & Sculpture"": 1}"
Simon Patterson,British,Male,1967,-1,2,"{""Prints & Illustrated Books"": 2}"
Kay Rosen,American,Female,1947,-1,2,"{""Prints & Illustrated Books"": 2}"
Alexis Smith,American,Female,1949,-1,4,"{""Prints & Illustrated Books"": 1, ""Drawings"": 3}"
Sue Williams,American,Female,1954,-1,6,"{""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 1, ""Drawings"": 3}"
Giulio Paolini,Italian,Male,1940,-1,2,"{""Prints & Illustrated Books"": 1, ""Drawings"": 1}"
Douglas Blau,American,Male,1955,-1,2,"{""Photography"": 1, ""Painting & Sculpture"": 1}"
Paul Balluriau,French,Male,1860,1917,1,"{""Prints & Illustrated Books"": 1}"
Raymond Pettibon,American,Male,1957,-1,228,"{""Prints & Illustrated Books"": 153, ""Drawings"": 75}"
Toba Khedoori,Australian,Female,1964,-1,2,"{""Drawings"": 2}"
Rebecca Horn,German,Female,1944,-1,33,"{""Prints & Illustrated Books"": 32, ""Painting & Sculpture"": 1}"
Roni Horn,American,Female,1955,-1,26,"{""Drawings"": 17, ""Prints & Illustrated Books"": 4, ""Painting & Sculpture"": 4, ""Photography"": 1}"
Phyllis Bramson,American,Female,1941,-1,1,"{""Prints & Illustrated Books"": 1}"
Koichi Yoshimura,Japanese,Male,1940,-1,2,"{""Architecture & Design"": 2}"
Eiji Miyamoto,Japanese,Male,1948,-1,1,"{""Architecture & Design"": 1}"
Ritva Puotila,Finnish,Female,1935,-1,7,"{""Architecture & Design"": 7}"
Edward William Godwin,British,Male,1833,1886,2,"{""Architecture & Design"": 2}"
Harry J. Powell,British,Male,1855,1922,2,"{""Architecture & Design"": 2}"
Tomoyuki Sugiyama,Japanese,Male,1954,-1,1,"{""Architecture & Design"": 1}"
Jennifer Morla,American,Female,1955,-1,2,"{""Architecture & Design"": 2}"
Luc Tuymans,Belgian,Male,1958,-1,31,"{""Drawings"": 15, ""Prints & Illustrated Books"": 11, ""Painting & Sculpture"": 5}"
Marlene Dumas,South African,Female,1953,-1,22,"{""Drawings"": 17, ""Prints & Illustrated Books"": 2, ""Painting & Sculpture"": 3}"
Nobuyoshi Araki,Japanese,Male,1940,-1,16,"{""Prints & Illustrated Books"": 4, ""Photography"": 12}"
Willie Birch,American,Male,1942,-1,1,"{""Prints & Illustrated Books"": 1}"
Minnie Evans,American,Female,1892,1987,7,"{""Drawings"": 7}"
Andrea Zittel,American,Female,1965,-1,28,"{""Drawings"": 9, ""Painting & Sculpture"": 1, ""Prints & Illustrated Books"": 18}"
Toyo Ito,Japanese,Male,1941,-1,3,"{""Architecture & Design"": 3}"
Daniel Libeskind,American,Male,1946,-1,31,"{""Architecture & Design"": 31}"
Cesar Pelli,American,Male,1926,-1,15,"{""Architecture & Design"": 15}"
Ben van Berkel,Dutch,Male,1957,-1,1,"{""Architecture & Design"": 1}"
Mehrdad Yazdani,Iranian,Male,1959,-1,2,"{""Architecture & Design"": 2}"
Bernhard Fuchs,Austrian,Male,1971,-1,2,"{""Prints & Illustrated Books"": 2}"
Nan Goldin,American,Female,1953,-1,22,"{""Prints & Illustrated Books"": 5, ""Photography"": 17}"
Jean-Luc Moulène,French,Male,1955,-1,1,"{""Prints & Illustrated Books"": 1}"
Julião Sarmento,Portuguese,Male,1948,-1,15,"{""Prints & Illustrated Books"": 15}"
Christian Schumann,American,Male,1970,-1,1,"{""Prints & Illustrated Books"": 1}"
Stuart Brisley,British,Male,1933,-1,3,"{""Media and Performance Art"": 3}"
Don Brown,British,Male,1962,-1,3,"{""Drawings"": 3}"
Helen Chadwick,British,Female,1953,1996,1,"{""Photography"": 1}"
Tracey Emin,British,Female,1963,-1,2,"{""Prints & Illustrated Books"": 2}"
Angus Fairhurst,British,Male,1966,2008,6,"{""Drawings"": 5, ""Prints & Illustrated Books"": 1}"
Liam Gillick,British,Male,1964,-1,24,"{""Prints & Illustrated Books"": 19, ""Media and Performance Art"": 1, ""Drawings"": 2, ""Painting & Sculpture"": 2}"
Gary Hume,British,Male,1962,-1,13,"{""Prints & Illustrated Books"": 10, ""Drawings"": 3}"
Sam Taylor-Wood,British,Female,1967,-1,2,"{""Prints & Illustrated Books"": 1, ""Photography"": 1}"
John Biggers,American,Male,1924,2001,1,"{""Prints & Illustrated Books"": 1}"
Franz West,Austrian,Male,1947,2012,48,"{""Drawings"": 24, ""Prints & Illustrated Books"": 12, ""Painting & Sculpture"": 11, ""Media and Performance Art"": 1}"
Laurids Ortner,Austrian,Male,1941,-1,2,"{""Architecture & Design"": 2}"
Joel Sanders,American,Male,1956,-1,4,"{""Architecture & Design"": 4}"
Norman Foster,British,Male,1935,-1,4,"{""Architecture & Design"": 4}"
James Wines,American,Male,1932,-1,11,"{""Architecture & Design"": 11}"
Harry C. Wolf,American,Male,1935,-1,1,"{""Architecture & Design"": 1}"
Rody Graumans,Dutch,Male,1968,-1,1,"{""Architecture & Design"": 1}"
Hella Jongerius,Dutch,Female,1963,-1,11,"{""Architecture & Design"": 11}"
Tejo Remy,Dutch,Male,1960,-1,2,"{""Architecture & Design"": 2}"
Arian Brekveld,Dutch,Male,1968,-1,1,"{""Architecture & Design"": 1}"
Jos van der Meulen,Dutch,Male,1958,-1,1,"{""Architecture & Design"": 1}"
Marcel Wanders,Dutch,Male,1963,-1,1,"{""Architecture & Design"": 1}"
Paolo Rizzatto,Italian,Male,1941,-1,1,"{""Architecture & Design"": 1}"
Maurizio Ficcadenti,Italian,Male,1970,-1,1,"{""Architecture & Design"": 1}"
David Moreno,American,Male,1957,-1,28,"{""Drawings"": 26, ""Painting & Sculpture"": 1, ""Photography"": 1}"
Florence Knoll,American,Female,1917,-1,1,"{""Architecture & Design"": 1}"
Patti Smith,American,Female,1946,-1,4,"{""Drawings"": 4}"
Bent Hedegaard Nobert,Danish,Male,1959,-1,1,"{""Architecture & Design"": 1}"
Emil Hoppe,Austrian,Male,1876,1957,2,"{""Architecture & Design"": 2}"
Robert A. M. Stern,American,Male,1939,-1,3,"{""Architecture & Design"": 3}"
Marcel Kammerer,Austrian,Male,1878,1969,1,"{""Architecture & Design"": 1}"
Otto Schönthal,Austrian,Male,1878,1961,2,"{""Architecture & Design"": 2}"
Pieter Laurens Mol,Dutch,Male,1946,-1,4,"{""Drawings"": 4}"
Waltercio Caldas,Brazilian,Male,1946,-1,8,"{""Prints & Illustrated Books"": 2, ""Drawings"": 4, ""Painting & Sculpture"": 2}"
Lari Pittman,American,Male,1952,-1,10,"{""Drawings"": 8, ""Prints & Illustrated Books"": 1, ""Painting & Sculpture"": 1}"
Nancy Rubins,American,Female,1952,-1,9,"{""Drawings"": 2, ""Prints & Illustrated Books"": 7}"
Nicola Tyson,British,Female,1960,-1,8,"{""Drawings"": 8}"
Lex Reitsma,Dutch,Male,1958,-1,3,"{""Architecture & Design"": 3}"
Jan van Toorn,Dutch,Male,1932,-1,3,"{""Architecture & Design"": 3}"
